OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue
517902,102113,3/10/2024,2001,1,10,Gateway,Completed,61,Tabriz,12/6/2023,New,Wireless Mouse,Electronics,18,16,16
517903,102395,3/22/2026,2009,3,10,Gateway,Completed,40,Ahvaz,5/29/2023,Regular,Smart Watch,Wearables,120,324,324
517904,108100,7/10/2024,2013,1,5,Gateway,Completed,52,Mashhad,9/17/2024,VIP,Notebook,Stationery,7,7,7
517905,102960,9/11/2025,2002,1,5,Cash,Completed,40,Rasht,2/4/2024,VIP,Mechanical Keyboard,Electronics,62,59,59
517906,108298,11/23/2025,2013,1,0,Cash,Completed,38,Tehran,1/29/2024,Regular,Notebook,Stationery,7,7,7
517907,106280,5/23/2026,2013,4,5,Gateway,Completed,36,Mashhad,12/15/2023,New,Notebook,Stationery,7,27,27
517908,109817,12/12/2025,2013,5,15,Gateway,Completed,29,Karaj,9/15/2025,Regular,Notebook,Stationery,7,30,30
517909,104771,12/7/2025,2020,1,0,Gateway,Completed,32,Mashhad,2/4/2023,VIP,Gaming Controller,Gaming,68,68,68
517910,108941,9/1/2025,2017,1,10,CardToCard,Completed,22,Karaj,4/26/2024,Regular,HDMI Cable,Accessories,11,10,10
517911,109223,5/13/2025,2017,1,10,Gateway,Completed,38,Ahvaz,6/30/2024,New,HDMI Cable,Accessories,11,10,10
517912,101016,2/6/2024,2002,1,5,CardToCard,Completed,41,Tehran,1/23/2025,New,Mechanical Keyboard,Electronics,62,59,59
517913,102164,5/27/2026,2019,1,0,Cash,Completed,61,Qom,2/6/2025,Regular,Tablet,Electronics,260,260,260
517914,104350,1/23/2025,2017,1,5,Cash,Completed,34,Tehran,2/13/2024,New,HDMI Cable,Accessories,11,10,10
517915,102724,11/19/2025,2011,3,0,Gateway,Completed,36,Mashhad,12/9/2023,Regular,Desk Lamp,Home Office,32,96,96
517916,100575,11/22/2024,2015,1,15,Gateway,Completed,18,Mashhad,6/21/2023,Regular,Bluetooth Speaker,Electronics,58,49,49
517917,109718,1/29/2025,2015,2,0,CardToCard,Completed,19,Karaj,9/15/2025,Regular,Bluetooth Speaker,Electronics,58,116,116
517918,107689,2/3/2025,2015,2,10,CardToCard,Completed,20,Tehran,3/15/2023,VIP,Bluetooth Speaker,Electronics,58,104,104
517919,103503,6/18/2026,2013,2,10,Gateway,Completed,32,Tehran,9/12/2024,New,Notebook,Stationery,7,13,13
517920,108726,7/1/2024,2012,1,0,CardToCard,Completed,49,Kerman,10/30/2024,Regular,Office Chair,Home Office,180,180,180
517921,109326,3/9/2025,2011,4,15,Gateway,Completed,39,Tabriz,6/10/2024,Regular,Desk Lamp,Home Office,32,109,109
517922,104895,5/13/2024,2014,2,5,Wallet,Completed,41,Shiraz,1/28/2024,New,Backpack,Accessories,42,80,80
517923,101337,3/2/2025,2016,2,30,Cash,Completed,48,Isfahan,11/26/2023,Regular,Monitor,Electronics,21,29,29
517924,101860,4/16/2025,2009,2,15,CardToCard,Completed,53,Tehran,7/2/2023,VIP,Smart Watch,Wearables,120,204,204
517925,108263,4/28/2024,2008,1,5,CardToCard,Completed,55,Tehran,11/5/2024,New,Phone Case,Accessories,14,13,13
517926,104594,8/26/2025,2017,2,10,Cash,Completed,52,Tabriz,4/14/2024,VIP,HDMI Cable,Accessories,11,20,20
517927,105087,12/16/2025,2005,3,5,CardToCard,Completed,57,Karaj,11/15/2024,New,Laptop Stand,Accessories,28,80,80
517928,101311,12/6/2025,2001,1,10,Wallet,Completed,43,Tehran,1/1/2024,VIP,Wireless Mouse,Electronics,18,16,16
517929,100335,9/21/2025,2002,1,15,Wallet,Cancelled,40,Mashhad,3/2/2023,New,Mechanical Keyboard,Electronics,62,53,53
517930,100904,5/1/2024,2008,1,5,Wallet,Completed,41,Qom,12/23/2024,Regular,Phone Case,Accessories,14,13,13
517931,107026,6/21/2025,2002,2,0,CardToCard,Completed,65,Tabriz,12/16/2025,VIP,Mechanical Keyboard,Electronics,62,124,124
517932,101224,8/26/2025,2020,3,10,CardToCard,Completed,49,Tehran,3/20/2024,VIP,Gaming Controller,Gaming,68,184,184
517933,108401,10/18/2025,2015,5,10,CardToCard,Completed,50,Tehran,10/29/2024,Regular,Bluetooth Speaker,Electronics,58,261,261
517934,101016,9/5/2025,2005,2,5,CardToCard,Completed,41,Tehran,1/23/2025,New,Laptop Stand,Accessories,28,53,53
517935,101821,6/27/2025,2006,3,5,Gateway,Completed,33,Tabriz,8/8/2025,New,Webcam,Electronics,48,137,137
517936,108928,9/20/2025,2008,1,30,CardToCard,Completed,64,Mashhad,3/21/2023,Regular,Phone Case,Accessories,14,10,10
517937,105320,1/6/2026,2002,2,10,CardToCard,Completed,28,Isfahan,3/4/2023,New,Mechanical Keyboard,Electronics,62,112,112
517938,100308,5/6/2025,2004,2,5,Gateway,Completed,44,Mashhad,8/23/2023,New,Power Bank,Electronics,35,66,66
517939,101931,5/5/2024,2001,1,10,Gateway,Completed,22,Tehran,11/8/2023,Regular,Wireless Mouse,Electronics,18,16,16
517940,102826,12/6/2025,2013,1,0,Gateway,Completed,58,Tehran,12/27/2024,Regular,Notebook,Stationery,7,7,7
517941,102689,7/25/2025,2001,2,0,CardToCard,Completed,48,Mashhad,3/3/2024,New,Wireless Mouse,Electronics,18,36,36
517943,103467,9/11/2024,2015,1,5,CardToCard,Completed,43,Mashhad,4/24/2023,Regular,Bluetooth Speaker,Electronics,58,55,55
517944,104452,5/9/2024,2008,1,10,Gateway,Completed,30,Tehran,11/11/2023,Regular,Phone Case,Accessories,14,13,13
517945,100886,11/5/2025,2011,1,5,Cash,Completed,53,Tehran,2/5/2025,New,Desk Lamp,Home Office,32,30,30
517946,102551,2/12/2024,2013,2,5,Gateway,Completed,49,Ahvaz,3/2/2024,Regular,Notebook,Stationery,7,13,13
517947,109832,12/13/2024,2020,1,5,Cash,Completed,57,Shiraz,6/16/2025,VIP,Gaming Controller,Gaming,68,65,65
517948,102501,3/15/2025,2004,1,5,Gateway,Completed,51,Isfahan,9/27/2025,Regular,Power Bank,Electronics,35,33,33
517949,101607,1/16/2024,2008,2,20,Gateway,Completed,25,Ahvaz,8/19/2024,Regular,Phone Case,Accessories,14,22,22
517950,108926,5/30/2025,2013,1,0,Wallet,Completed,33,Shiraz,5/16/2024,New,Notebook,Stationery,7,7,7
517951,100816,4/13/2024,2011,5,0,Cash,Cancelled,58,Qom,7/6/2023,VIP,Desk Lamp,Home Office,32,160,160
517952,106612,7/27/2024,2001,3,10,Gateway,Completed,20,Shiraz,3/20/2025,Regular,Wireless Mouse,Electronics,18,49,49
517953,100612,6/22/2026,2001,2,5,Wallet,Completed,40,Tehran,1/6/2025,Regular,Wireless Mouse,Electronics,18,34,34
517954,102962,4/29/2025,2013,3,15,CardToCard,Completed,38,Tehran,6/6/2025,New,Notebook,Stationery,7,18,18
517955,106796,5/21/2026,2002,2,0,Gateway,Completed,23,Karaj,5/15/2024,VIP,Mechanical Keyboard,Electronics,62,124,124
517956,103214,3/1/2025,2013,1,0,Wallet,Completed,64,Tabriz,11/17/2025,New,Notebook,Stationery,7,7,7
517957,106201,11/25/2025,2013,3,20,CardToCard,Completed,63,Karaj,2/26/2023,Regular,Notebook,Stationery,7,17,17
517959,103432,9/8/2024,2008,2,5,Gateway,Completed,54,Tehran,6/18/2023,New,Phone Case,Accessories,14,27,27
517960,103960,9/1/2024,2015,1,10,CardToCard,Completed,28,Tabriz,11/6/2025,New,Bluetooth Speaker,Electronics,58,52,52
517961,100497,3/1/2024,2007,3,0,Gateway,Completed,23,Kerman,11/26/2023,Regular,Headphones,Electronics,75,225,225
517962,101879,5/1/2026,2018,1,15,Wallet,Completed,52,Tabriz,10/25/2023,Regular,Microphone,Electronics,85,72,72
517963,106001,3/12/2025,2002,2,5,Gateway,Completed,47,Qom,7/7/2024,New,Mechanical Keyboard,Electronics,62,118,118
517964,103500,5/27/2025,2009,5,10,Gateway,Completed,39,Tehran,8/31/2024,Regular,Smart Watch,Wearables,120,540,540
517965,109687,3/25/2025,2017,1,5,Wallet,Completed,51,Tehran,2/5/2023,New,HDMI Cable,Accessories,11,10,10
517966,108742,8/2/2024,2009,1,0,Gateway,Completed,31,Shiraz,10/23/2024,New,Smart Watch,Wearables,120,120,120
517967,107384,3/26/2026,2015,1,0,Gateway,Completed,46,Mashhad,12/24/2023,Regular,Bluetooth Speaker,Electronics,58,58,58
517968,107195,8/1/2025,2008,3,0,Gateway,Completed,53,Tehran,6/24/2023,New,Phone Case,Accessories,14,42,42
517969,107990,4/16/2024,2008,3,0,Gateway,Completed,29,Tehran,3/27/2024,Regular,Phone Case,Accessories,14,42,42
517970,100385,2/2/2025,2011,2,15,Cash,Completed,19,Tehran,5/20/2025,Regular,Desk Lamp,Home Office,32,54,54
517971,102055,1/2/2024,2017,3,20,Gateway,Completed,52,Tehran,9/26/2023,VIP,HDMI Cable,Accessories,11,26,26
517972,108098,8/6/2025,2017,1,20,Gateway,Completed,35,Tehran,12/26/2023,New,HDMI Cable,Accessories,11,9,9
517973,109202,3/28/2025,2013,1,10,Gateway,Completed,47,Rasht,4/8/2024,VIP,Notebook,Stationery,7,6,6
517975,105349,4/25/2026,2008,1,15,Gateway,Completed,32,Mashhad,5/31/2025,Regular,Phone Case,Accessories,14,12,12
517976,107246,3/25/2024,2008,1,0,Gateway,Completed,39,Shiraz,1/17/2023,Regular,Phone Case,Accessories,14,14,14
517977,104442,3/18/2024,2018,2,15,Gateway,Completed,35,Rasht,4/26/2025,New,Microphone,Electronics,85,144,144
517978,103932,2/22/2026,2014,1,5,Gateway,Completed,21,Mashhad,3/13/2025,Regular,Backpack,Accessories,42,40,40
517979,109931,3/18/2025,2005,1,15,Gateway,Completed,34,Mashhad,7/14/2024,Regular,Laptop Stand,Accessories,28,24,24
517980,107757,2/9/2025,2017,3,10,CardToCard,Cancelled,24,Tehran,1/16/2023,New,HDMI Cable,Accessories,11,30,30
517981,109323,5/8/2025,2002,5,0,Wallet,Completed,57,Ahvaz,3/2/2025,New,Mechanical Keyboard,Electronics,62,310,310
517982,106639,2/7/2025,2003,1,0,CardToCard,Completed,55,Rasht,8/14/2025,Regular,USB-C Cable,Accessories,9,9,9
517983,100858,6/14/2025,2013,1,0,Gateway,Completed,20,Shiraz,2/9/2023,New,Notebook,Stationery,7,7,7
517984,106724,4/27/2026,2009,2,15,CardToCard,Completed,34,Mashhad,10/24/2024,New,Smart Watch,Wearables,120,204,204
517985,103756,6/7/2025,2006,1,10,CardToCard,Completed,33,Tehran,3/7/2023,Regular,Webcam,Electronics,48,43,43
517986,108817,10/4/2024,2008,1,0,Gateway,Completed,35,Isfahan,2/3/2023,New,Phone Case,Accessories,14,14,14
517987,109185,7/3/2024,2008,2,5,Cash,Completed,64,Rasht,10/27/2025,Regular,Phone Case,Accessories,14,27,27
517988,108256,5/18/2026,2013,1,10,Cash,Completed,41,Tehran,11/4/2023,VIP,Notebook,Stationery,7,6,6
517989,105415,5/15/2025,2004,2,0,Gateway,Completed,32,Mashhad,6/1/2023,Regular,Power Bank,Electronics,35,70,70
517990,104924,5/4/2025,2013,1,10,Gateway,Completed,50,Tehran,10/1/2023,New,Notebook,Stationery,7,6,6
517991,103072,1/29/2024,2012,1,15,CardToCard,Completed,41,Shiraz,6/30/2023,VIP,Office Chair,Home Office,180,153,153
517992,106617,3/19/2026,2001,2,10,Gateway,Completed,40,Mashhad,12/7/2025,Regular,Wireless Mouse,Electronics,18,32,32
517993,106186,2/9/2025,2009,1,10,CardToCard,Completed,58,Mashhad,1/12/2024,New,Smart Watch,Wearables,120,108,108
517994,103789,6/30/2026,2002,2,15,Gateway,Completed,64,Mashhad,8/17/2024,New,Mechanical Keyboard,Electronics,62,105,105
517995,109587,5/25/2024,2008,1,10,Gateway,Completed,62,Karaj,12/23/2025,Regular,Phone Case,Accessories,14,13,13
517996,106600,10/8/2024,2005,2,30,Gateway,Completed,19,Tehran,8/3/2023,Regular,Laptop Stand,Accessories,28,39,39
517997,102772,6/30/2024,2009,1,10,CardToCard,Completed,19,Tehran,1/20/2024,New,Smart Watch,Wearables,120,108,108
517998,102666,11/23/2024,2007,1,5,Gateway,Completed,43,Isfahan,10/17/2025,Regular,Headphones,Electronics,75,71,71
517999,101442,6/1/2026,2008,3,10,Wallet,Completed,42,Rasht,7/31/2025,Regular,Phone Case,Accessories,14,38,38
518000,105725,12/24/2024,2007,1,10,Gateway,Completed,28,Kerman,7/15/2023,Regular,Headphones,Electronics,75,68,68
518001,104268,12/15/2025,2014,1,10,Cash,Completed,62,Ahvaz,4/24/2023,Regular,Backpack,Accessories,42,38,38
518002,108144,10/14/2025,2007,5,0,Gateway,Completed,49,Karaj,10/29/2025,New,Headphones,Electronics,75,375,375
518003,100947,9/14/2024,2008,4,15,CardToCard,Completed,64,Tehran,10/11/2024,Regular,Phone Case,Accessories,14,48,48
518004,105050,5/16/2025,2014,1,15,CardToCard,Completed,61,Karaj,8/7/2025,Regular,Backpack,Accessories,42,36,36
518005,100985,1/5/2026,2013,1,20,CardToCard,Completed,46,Tabriz,9/30/2023,Regular,Notebook,Stationery,7,6,6
518006,106825,6/12/2025,2003,4,10,Gateway,Cancelled,43,Karaj,11/10/2024,Regular,USB-C Cable,Accessories,9,32,32
518007,105659,8/17/2024,2015,2,10,CardToCard,Completed,43,Isfahan,9/2/2023,New,Bluetooth Speaker,Electronics,58,104,104
518008,102877,1/15/2026,2013,2,0,Gateway,Completed,49,Tabriz,12/29/2025,New,Notebook,Stationery,7,14,14
518009,109916,4/25/2025,2009,1,20,Cash,Returned,29,Tehran,8/21/2023,Regular,Smart Watch,Wearables,120,96,96
518010,108196,6/5/2026,2011,2,5,Gateway,Completed,47,Isfahan,6/16/2024,New,Desk Lamp,Home Office,32,61,61
518011,101954,7/20/2025,2011,1,10,Cash,Completed,40,Tabriz,5/28/2024,New,Desk Lamp,Home Office,32,29,29
518012,104726,1/22/2025,2008,1,0,Gateway,Completed,40,Qom,8/13/2023,New,Phone Case,Accessories,14,14,14
518013,106882,1/11/2025,2003,2,5,Gateway,Completed,30,Ahvaz,12/27/2025,New,USB-C Cable,Accessories,9,17,17
518014,103969,1/30/2026,2008,1,5,Gateway,Completed,46,Rasht,4/14/2024,Regular,Phone Case,Accessories,14,13,13
518015,104664,6/6/2026,2003,1,10,Gateway,Completed,36,Ahvaz,12/20/2023,New,USB-C Cable,Accessories,9,8,8
518016,100303,12/20/2024,2017,3,5,CardToCard,Completed,18,Karaj,10/25/2023,Regular,HDMI Cable,Accessories,11,31,31
518017,104844,5/20/2024,2020,2,20,Wallet,Completed,27,Tabriz,11/27/2024,Regular,Gaming Controller,Gaming,68,109,109
518018,100995,2/4/2024,2015,3,10,Wallet,Completed,43,Shiraz,6/10/2023,Regular,Bluetooth Speaker,Electronics,58,157,157
518019,108406,10/5/2024,2015,1,0,CardToCard,Completed,23,Isfahan,11/26/2023,New,Bluetooth Speaker,Electronics,58,58,58
518020,101244,10/22/2024,2003,1,0,Gateway,Completed,41,Qom,3/21/2024,Regular,USB-C Cable,Accessories,9,9,9
518021,100632,1/3/2025,2005,1,10,CardToCard,Cancelled,33,Tehran,8/17/2024,Regular,Laptop Stand,Accessories,28,25,25
518022,104857,5/5/2024,2007,2,10,Cash,Completed,58,Tabriz,1/18/2024,Regular,Headphones,Electronics,75,135,135
518023,104013,3/1/2025,2010,1,0,CardToCard,Completed,51,Ahvaz,11/5/2025,VIP,Fitness Band,Wearables,55,55,55
518024,100773,4/19/2026,2013,1,0,CardToCard,Completed,18,Tehran,1/5/2023,Regular,Notebook,Stationery,7,7,7
518025,105807,7/20/2024,2004,1,10,Wallet,Completed,38,Mashhad,8/22/2024,Regular,Power Bank,Electronics,35,32,32
518026,106205,8/14/2025,2010,3,5,Wallet,Completed,20,Tehran,8/8/2024,Regular,Fitness Band,Wearables,55,157,157
518027,105975,2/2/2024,2013,2,0,CardToCard,Completed,64,Tabriz,7/26/2025,New,Notebook,Stationery,7,14,14
518028,101565,7/10/2025,2004,2,15,CardToCard,Completed,44,Isfahan,1/16/2023,Regular,Power Bank,Electronics,35,60,60
518029,100324,4/12/2026,2017,4,15,Gateway,Completed,61,Tehran,10/1/2023,Regular,HDMI Cable,Accessories,11,37,37
518030,106226,8/31/2024,2008,1,15,Gateway,Completed,52,Tehran,1/14/2025,New,Phone Case,Accessories,14,12,12
518031,109638,12/6/2025,2015,4,0,Wallet,Completed,43,Shiraz,4/29/2025,Regular,Bluetooth Speaker,Electronics,58,232,232
518032,105128,3/12/2024,2008,1,15,Gateway,Completed,42,Kerman,11/6/2024,Regular,Phone Case,Accessories,14,12,12
518033,107445,11/5/2024,2008,1,0,CardToCard,Completed,50,Isfahan,3/6/2024,New,Phone Case,Accessories,14,14,14
518034,102844,1/6/2024,2016,2,10,CardToCard,Completed,41,Shiraz,2/27/2025,Regular,Monitor,Electronics,21,38,38
518035,100803,11/2/2024,2005,3,10,Gateway,Completed,42,Karaj,7/31/2023,VIP,Laptop Stand,Accessories,28,76,76
518036,104643,9/24/2024,2003,2,10,Gateway,Completed,63,Rasht,9/12/2023,New,USB-C Cable,Accessories,9,16,16
518037,100642,8/21/2025,2018,5,0,CardToCard,Completed,61,Qom,3/4/2025,VIP,Microphone,Electronics,85,425,425
518038,104608,9/11/2024,2011,2,5,CardToCard,Completed,41,Shiraz,5/16/2024,New,Desk Lamp,Home Office,32,61,61
518039,103284,12/12/2025,2006,2,10,Gateway,Returned,22,Isfahan,2/1/2024,Regular,Webcam,Electronics,48,86,86
518040,101322,9/8/2024,2009,2,5,Cash,Completed,31,Mashhad,11/25/2025,Regular,Smart Watch,Wearables,120,228,228
518041,109251,7/12/2024,2010,2,0,Gateway,Completed,48,Karaj,2/21/2023,New,Fitness Band,Wearables,55,110,110
518042,104634,3/3/2025,2013,1,0,Cash,Completed,26,Mashhad,2/27/2025,Regular,Notebook,Stationery,7,7,7
518043,106431,7/21/2025,2017,1,10,Gateway,Completed,58,Tehran,5/28/2023,Regular,HDMI Cable,Accessories,11,10,10
518044,106413,2/9/2026,2006,4,0,Wallet,Cancelled,22,Qom,1/23/2023,Regular,Webcam,Electronics,48,192,192
518045,108836,12/3/2025,2008,4,5,CardToCard,Completed,18,Qom,11/22/2023,New,Phone Case,Accessories,14,53,53
518046,106940,3/29/2025,2002,2,5,Gateway,Completed,64,Karaj,4/2/2024,Regular,Mechanical Keyboard,Electronics,62,118,118
518047,102791,6/3/2026,2015,2,10,Gateway,Completed,62,Karaj,9/22/2023,Regular,Bluetooth Speaker,Electronics,58,104,104
518048,108927,9/13/2024,2007,2,20,Gateway,Completed,28,Mashhad,11/2/2023,Regular,Headphones,Electronics,75,120,120
518049,108299,6/30/2026,2005,1,0,Cash,Completed,21,Shiraz,4/15/2023,VIP,Laptop Stand,Accessories,28,28,28
518050,107228,11/28/2024,2013,3,10,Gateway,Completed,60,Isfahan,8/30/2025,New,Notebook,Stationery,7,19,19
518051,101550,8/14/2024,2013,5,10,Wallet,Completed,18,Tehran,5/16/2024,Regular,Notebook,Stationery,7,32,32
518052,105340,11/26/2024,2001,1,20,CardToCard,Completed,40,Karaj,12/28/2024,Regular,Wireless Mouse,Electronics,18,14,14
518053,109809,5/21/2025,2015,1,0,CardToCard,Completed,24,Shiraz,4/17/2025,New,Bluetooth Speaker,Electronics,58,58,58
518054,102992,2/13/2025,2005,2,15,Wallet,Completed,48,Rasht,10/7/2023,New,Laptop Stand,Accessories,28,48,48
518055,108978,2/13/2024,2014,1,10,CardToCard,Completed,31,Rasht,6/2/2023,New,Backpack,Accessories,42,38,38
518056,104667,11/3/2024,2008,1,30,CardToCard,Completed,32,Kerman,1/16/2024,Regular,Phone Case,Accessories,14,10,10
518057,105229,3/1/2025,2004,1,5,Gateway,Completed,22,Tehran,11/18/2023,Regular,Power Bank,Electronics,35,33,33
518058,109755,7/27/2025,2018,2,5,Gateway,Completed,45,Rasht,11/23/2023,New,Microphone,Electronics,85,162,162
518059,102888,5/2/2026,2007,4,5,CardToCard,Completed,21,Tehran,6/25/2025,New,Headphones,Electronics,75,285,285
518060,109449,5/5/2026,2018,3,20,Gateway,Completed,55,Tabriz,3/31/2024,Regular,Microphone,Electronics,85,204,204
518061,108110,3/20/2025,2017,1,0,Cash,Completed,57,Tehran,1/1/2023,Regular,HDMI Cable,Accessories,11,11,11
518062,107375,5/6/2025,2008,1,0,Gateway,Completed,35,Tehran,4/14/2023,VIP,Phone Case,Accessories,14,14,14
518063,100481,8/26/2025,2014,1,0,Wallet,Completed,31,Tehran,12/6/2024,Regular,Backpack,Accessories,42,42,42
518064,100332,12/22/2025,2013,3,0,Gateway,Completed,35,Karaj,8/3/2023,New,Notebook,Stationery,7,21,21
518065,103327,10/5/2025,2003,1,10,CardToCard,Returned,25,Karaj,1/18/2025,VIP,USB-C Cable,Accessories,9,8,8
518066,100646,9/14/2025,2009,2,10,Wallet,Completed,33,Tehran,12/24/2023,New,Smart Watch,Wearables,120,216,216
518067,103376,1/21/2025,2009,1,10,Wallet,Completed,42,Shiraz,10/23/2023,Regular,Smart Watch,Wearables,120,108,108
518068,109751,1/20/2026,2003,1,0,Gateway,Completed,32,Tehran,10/22/2023,VIP,USB-C Cable,Accessories,9,9,9
518069,107902,7/26/2025,2016,3,5,Gateway,Completed,38,Karaj,9/2/2025,Regular,Monitor,Electronics,21,60,60
518070,108104,5/17/2024,2006,1,10,Gateway,Completed,50,Karaj,6/25/2023,New,Webcam,Electronics,48,43,43
518071,105949,6/1/2025,2020,1,15,Gateway,Completed,62,Isfahan,7/3/2025,New,Gaming Controller,Gaming,68,58,58
518072,104882,9/25/2024,2007,1,20,Gateway,Completed,65,Tehran,3/2/2023,VIP,Headphones,Electronics,75,60,60
518073,103970,6/24/2024,2001,1,5,Gateway,Completed,41,Shiraz,9/29/2024,New,Wireless Mouse,Electronics,18,17,17
518074,104004,7/14/2025,2011,1,0,Wallet,Completed,39,Tehran,5/18/2023,New,Desk Lamp,Home Office,32,32,32
518075,104138,7/8/2025,2015,2,5,Wallet,Completed,30,Tabriz,1/19/2023,Regular,Bluetooth Speaker,Electronics,58,110,110
518076,101830,5/4/2026,2012,3,5,Gateway,Completed,65,Karaj,11/8/2025,Regular,Office Chair,Home Office,180,513,513
518078,105190,12/19/2024,2015,4,15,CardToCard,Cancelled,32,Tehran,9/24/2025,New,Bluetooth Speaker,Electronics,58,197,197
518079,105200,6/3/2024,2014,1,0,Gateway,Completed,63,Qom,6/4/2024,New,Backpack,Accessories,42,42,42
518080,106508,5/1/2024,2004,3,10,Gateway,Completed,41,Tehran,8/13/2023,Regular,Power Bank,Electronics,35,94,94
518082,101286,12/8/2024,2001,5,10,CardToCard,Completed,20,Shiraz,1/14/2024,New,Wireless Mouse,Electronics,18,81,81
518083,109517,10/23/2024,2013,1,30,Gateway,Completed,37,Tabriz,2/28/2023,Regular,Notebook,Stationery,7,5,5
518084,104734,6/20/2025,2007,1,0,Cash,Completed,30,Tehran,9/15/2025,Regular,Headphones,Electronics,75,75,75
518085,102775,2/19/2024,2010,1,5,Gateway,Completed,44,Karaj,11/3/2024,Regular,Fitness Band,Wearables,55,52,52
518086,103560,7/12/2025,2006,1,20,CardToCard,Completed,40,Ahvaz,2/12/2023,New,Webcam,Electronics,48,38,38
518087,100572,1/26/2026,2008,1,10,Wallet,Completed,37,Tehran,6/30/2023,New,Phone Case,Accessories,14,13,13
518088,108881,9/17/2025,2013,2,15,CardToCard,Returned,39,Karaj,9/22/2025,Regular,Notebook,Stationery,7,12,12
518089,108024,12/26/2024,2001,4,0,CardToCard,Completed,26,Tehran,1/4/2025,New,Wireless Mouse,Electronics,18,72,72
518090,107114,4/10/2024,2017,1,5,Gateway,Completed,41,Tehran,11/17/2024,Regular,HDMI Cable,Accessories,11,10,10
518091,107931,7/27/2024,2008,3,0,Cash,Completed,34,Shiraz,5/2/2023,Regular,Phone Case,Accessories,14,42,42
518093,106487,11/28/2024,2008,4,5,Gateway,Completed,55,Kerman,6/11/2025,Regular,Phone Case,Accessories,14,53,53
518094,103572,4/25/2024,2020,3,10,Gateway,Returned,58,Rasht,9/6/2024,Regular,Gaming Controller,Gaming,68,184,184
518095,100955,5/12/2025,2014,1,0,CardToCard,Completed,55,Isfahan,10/27/2025,New,Backpack,Accessories,42,42,42
518096,101625,11/12/2024,2017,1,5,CardToCard,Completed,44,Tehran,3/13/2025,VIP,HDMI Cable,Accessories,11,10,10
518097,104443,3/4/2025,2006,2,10,CardToCard,Completed,50,Karaj,1/11/2024,New,Webcam,Electronics,48,86,86
518098,108306,9/3/2024,2018,2,5,Cash,Completed,39,Tehran,5/25/2023,Regular,Microphone,Electronics,85,162,162
518099,103374,1/27/2025,2010,2,30,Cash,Completed,42,Mashhad,11/10/2025,Regular,Fitness Band,Wearables,55,77,77
518100,104237,9/7/2025,2018,1,20,Cash,Completed,63,Mashhad,1/25/2025,Regular,Microphone,Electronics,85,68,68
518101,109464,3/17/2024,2003,1,5,Cash,Completed,61,Tehran,8/28/2023,New,USB-C Cable,Accessories,9,9,9
518102,105731,3/16/2025,2018,2,15,CardToCard,Completed,58,Shiraz,11/18/2025,Regular,Microphone,Electronics,85,144,144
518103,108864,6/18/2025,2002,2,10,Gateway,Completed,61,Mashhad,9/20/2025,VIP,Mechanical Keyboard,Electronics,62,112,112
518104,107216,7/30/2025,2008,3,30,Gateway,Completed,29,Tehran,2/22/2025,New,Phone Case,Accessories,14,29,29
518105,105174,3/24/2026,2003,2,5,Wallet,Completed,34,Tehran,7/26/2025,VIP,USB-C Cable,Accessories,9,17,17
518106,106220,11/5/2025,2015,1,0,Wallet,Completed,63,Karaj,7/1/2025,VIP,Bluetooth Speaker,Electronics,58,58,58
518107,107299,9/30/2025,2004,2,5,CardToCard,Completed,38,Tehran,2/7/2023,Regular,Power Bank,Electronics,35,66,66
518108,108027,1/19/2026,2007,1,15,Gateway,Completed,44,Mashhad,4/20/2024,Regular,Headphones,Electronics,75,64,64
518109,107040,3/14/2026,2004,3,15,Gateway,Completed,54,Shiraz,12/9/2023,Regular,Power Bank,Electronics,35,89,89
518110,101763,12/26/2025,2017,2,20,CardToCard,Completed,18,Rasht,12/9/2025,New,HDMI Cable,Accessories,11,18,18
518111,102490,6/14/2025,2015,3,15,CardToCard,Completed,35,Tehran,10/18/2023,Regular,Bluetooth Speaker,Electronics,58,148,148
518112,100874,12/29/2025,2011,2,5,Gateway,Completed,41,Tehran,1/19/2024,New,Desk Lamp,Home Office,32,61,61
518113,102869,10/9/2024,2014,1,15,Gateway,Completed,59,Shiraz,4/5/2024,Regular,Backpack,Accessories,42,36,36
518114,103373,5/1/2026,2004,3,15,Cash,Completed,32,Tehran,7/25/2025,Regular,Power Bank,Electronics,35,89,89
518115,101263,5/30/2024,2011,2,5,Gateway,Completed,39,Tehran,9/17/2024,New,Desk Lamp,Home Office,32,61,61
518116,105269,7/17/2024,2008,1,5,Gateway,Completed,51,Qom,8/10/2023,Regular,Phone Case,Accessories,14,13,13
518117,109356,5/17/2024,2007,1,5,Gateway,Completed,24,Karaj,10/4/2024,New,Headphones,Electronics,75,71,71
518118,107554,11/2/2025,2008,1,0,Gateway,Completed,51,Isfahan,6/9/2023,Regular,Phone Case,Accessories,14,14,14
518119,108650,1/10/2025,2003,1,5,Cash,Completed,27,Isfahan,11/21/2025,New,USB-C Cable,Accessories,9,9,9
518120,107907,9/29/2025,2003,1,0,Gateway,Completed,54,Karaj,2/27/2025,Regular,USB-C Cable,Accessories,9,9,9
518122,105681,12/14/2024,2006,1,10,CardToCard,Completed,27,Isfahan,7/30/2023,New,Webcam,Electronics,48,43,43
